"","SCode","total_35_64","geometry"
"4511","6009559",8,c(-118.994909999711, 35.3023799995685)
"4512","6009567",9,c(-119.015710000011, 35.3099399995795)
"4513","6009583",17,c(-119.013089999528, 35.319070000207)
"4514","6009591",17,c(-119.026679999498, 35.3257599997088)
"4515","6009609",29,c(-117.81536999964, 35.6455600002418)
"4516","6009617",22,c(-117.676500000032, 35.6193699999589)
"4517","6009625",30,c(-117.684860000003, 35.6302800001394)
"4518","6009633",20,c(-117.702399999962, 35.6146200001245)
"4519","6009641",423,c(-118.41778000027, 35.7571599997666)
"4520","6009658",166,c(-118.465970000264, 35.6092199998987)
"4521","6009666",8,c(-119.110430000259, 35.222200000203)
"4522","6009674",7,c(-118.917230000537, 35.2614299998534)
"4523","6009682",7,c(-118.913419999782, 35.2569700000768)
"4524","6009690",7,c(-118.913349999458, 35.2824300001386)
"4525","6009708",7,c(-118.909420000496, 35.2606900003058)
"4526","6009724",397,c(-118.704240000015, 35.7299699995975)
"4527","6009732",22,c(-119.335310000316, 35.513960000153)
"4528","6009740",37,c(-119.403810000092, 35.0540699996715)
"4529","6009757",27,c(-119.222250000444, 35.6825500000711)
"4530","6009765",27,c(-119.231369999548, 35.6783499995475)
"4531","6009773",24,c(-119.620899999545, 35.3098200001687)
"4532","6009781",28,c(-119.544030000057, 35.172230000105)
"4533","6009799",78,c(-118.166510000498, 35.0527900003793)
"4534","6009823",42,c(-117.967050000385, 35.122759999918)
"4535","6009880",92,c(-117.941792882253, 34.9247413341922)
"4536","6009906",34,c(-117.693819999535, 35.0041499999585)
"4537","6009914",19,c(-119.135700000437, 35.424260000037)
"4538","6009922",17,c(-119.033939999559, 35.329709999731)
"4539","6009930",17,c(-119.051219999496, 35.3261099995868)
"4540","6009948",9,c(-119.056249999853, 35.2691300003088)
"4541","6009955",17,c(-119.051910000074, 35.3328400001268)
"4542","6009963",28,c(-119.312839999649, 35.7173500002608)
"4543","6009989",20,c(-119.278789999551, 35.5036500000891)
"4544","6010003",20,c(-119.279920000291, 35.5040799996884)
"4545","6010011",13,c(-119.254069999537, 35.4218100000258)
"4546","6010029",19,c(-119.140089999599, 35.3824500000147)
"4547","6010037",26,c(-119.508040000049, 35.6016199997657)
"4548","6010045",87,c(-118.168749999912, 34.8650880004365)
"4549","6010052",102,c(-118.228059999937, 34.866709999559)
"4550","6010060",175,c(-118.274729999478, 35.6468399995877)
"4551","6010078",32,c(-119.014870000545, 35.4319299997513)
"4552","6010086",32,c(-119.019219999589, 35.4183900001257)
"4553","6010094",32,c(-119.019430999663, 35.416337000084)
"4554","6010102",32,c(-119.034759999888, 35.4251500002919)
"4555","6010110",19,c(-119.459040000381, 35.1300500001042)
"4556","6010128",19,c(-119.459449999651, 35.1554800002008)
"4557","6010136",19,c(-119.456860000354, 35.1474300000786)
"4558","6010144",19,c(-119.472749999575, 35.1370499996121)
"4559","6010151",19,c(-119.458040000225, 35.1473100002379)
"4560","6010169",19,c(-119.453969999974, 35.1427399996231)
"4561","6010201",269,c(-118.448829999833, 35.1181500000754)
"4562","6010227",6,c(-118.912565018951, 35.2227519940277)
"4563","6010235",6,c(-118.895512036126, 35.2248059793182)
"4564","6010243",28,c(-119.339339999691, 35.5967399998058)
"4565","6010250",28,c(-119.350370000115, 35.5902299996612)
"4566","6010268",28,c(-119.340800000203, 35.5986400002752)
"4567","6010276",38,c(-119.709849999795, 36.3121600002139)
"4568","6010284",44,c(-119.706409999689, 36.3127299998079)
"4569","6010292",44,c(-119.875050000531, 36.2637599998522)
"4570","6010300",36,c(-119.780240000094, 36.2434599995526)
"4571","6010318",44,c(-119.883449999722, 36.2603499996056)
"4572","6010326",40,c(-119.822480000214, 36.1923400003905)
"4573","6010334",50,c(-119.568259999465, 36.0951599995602)
"4574","6010342",50,c(-119.570339999725, 36.1043300003939)
"4575","6010359",50,c(-119.566780000395, 36.1029599999001)
"4576","6010367",50,c(-119.566990000334, 36.0880200003976)
"4577","6010391",47,c(-119.652760000089, 36.3378400003905)
"4578","6010409",47,c(-119.631410000518, 36.3373259996263)
"4579","6010417",47,c(-119.644819999687, 36.3154199998248)
"4580","6010425",47,c(-119.650519999466, 36.350999999682)
"4581","6010433",47,c(-119.658389999974, 36.3187400001213)
"4582","6010458",47,c(-119.654699999992, 36.3342500003021)
"4583","6010466",40,c(-119.833509999983, 36.3613700000697)
"4584","6010474",44,c(-119.64130999975, 36.4016899997072)
"4585","6010482",46,c(-119.582340000229, 36.3301100003855)
"4586","6010508",33,c(-119.620209999876, 36.2410199995948)
"4587","6010532",39,c(-119.777459999478, 36.3185199996317)
"4588","6010557",44,c(-119.71027000006, 36.3464600001555)
"4589","6010565",82,c(-120.138459999852, 36.0045099995809)
"4590","6010573",58,c(-119.961639999591, 36.0079599996911)
"4591","6010607",704,c(-122.820840000198, 38.9738799996728)
"4592","6010615",827,c(-122.644880000127, 38.9595999996846)
"4593","6010623",833,c(-122.666869999723, 39.028429999576)
"4594","6010631",694,c(-122.914989999672, 39.0598199996013)
"4595","6010649",694,c(-122.917590000377, 39.0598100002933)
"4596","6010656",1096,c(-122.789660000082, 39.0839200000601)
"4597","6010672",1266,c(-122.616030999538, 38.7566190001001)
"4598","6010680",843,c(-122.904890000168, 39.1655499995624)
"4599","6010698",115,c(-121.141019999419, 41.1231399997653)
"4600","6010714",84,c(-120.135729999641, 40.1412899999868)
"4601","6010730",265,c(-120.53255999977, 40.3019999998385)
"4602","6010748",144,c(-120.588530000188, 40.3843700002642)
"4603","6010763",214,c(-120.123190000258, 40.0457000000467)
"4604","6010789",35,c(-120.513010000317, 40.8387899998541)
"4605","6010797",258,c(-120.639380000288, 40.3717599996813)
"4606","6010805",74,c(-120.382260000061, 40.3822699997833)
"4607","6010813",140,c(-120.662240000239, 40.4065600004333)
"4608","6010821",140,c(-120.643160000266, 40.4189900003294)
"4609","6010847",864,c(-121.009229999659, 40.3039500002886)
"4610","6010862",302,c(-118.083200000439, 33.8355599995844)
"4611","6010904",302,c(-118.068549999582, 33.8561000001845)
"4612","6010912",302,c(-118.066990000506, 33.8360899997536)
"4613","6010920",302,c(-118.066910000069, 33.8235400002994)
"4614","6010938",302,c(-118.070300000356, 33.8720500001719)
"4615","6010946",318,c(-118.086429999684, 33.8791500003152)
"4616","6010953",302,c(-118.087850000061, 33.8702299999281)
"4617","6010961",302,c(-118.067000000492, 33.8432299997037)
"4618","6010979",302,c(-118.076570000485, 33.8262700003472)
"4619","6010987",302,c(-118.07036000037, 33.8649500003933)
"4620","6010995",302,c(-118.082519999746, 33.8444800003688)
"4621","6011001",407,c(-118.152609999894, 34.04613999995)
"4622","6011019",476,c(-118.154680000386, 34.0880600003655)
"4623","6011027",476,c(-118.150859999907, 34.0706900002377)
"4624","6011035",476,c(-118.132860000138, 34.1010799998256)
"4625","6011043",484,c(-118.116670000196, 34.0983699996526)
"4626","6011050",476,c(-118.138479999913, 34.074950000026)
"4627","6011068",484,c(-118.115950000325, 34.0849600000088)
"4628","6011076",407,c(-118.154900000301, 34.0577600002866)
"4629","6011084",476,c(-118.142930000427, 34.095330000268)
"4630","6011092",476,c(-118.128620000432, 34.0761999997503)
"4631","6011100",407,c(-118.128299999889, 34.0535800000174)
"4632","6011118",476,c(-118.135010000147, 34.086259999964)
"4633","6011126",407,c(-118.128640000266, 34.0613500001561)
"4634","6011134",444,c(-118.047170000211, 34.1178599996502)
"4635","6011159",444,c(-118.017010000135, 34.1249599995549)
"4636","6011167",597,c(-118.030980000076, 34.1597200001412)
"4637","6011175",597,c(-118.045240000117, 34.1270900000046)
"4638","6011183",516,c(-118.063660000366, 34.1375999995692)
"4639","6011191",444,c(-118.041899999556, 34.1089200000602)
"4640","6011217",429,c(-117.920609999591, 34.1035599998486)
"4641","6011225",429,c(-117.898450000354, 34.1125600003624)
"4642","6011233",536,c(-117.899160000539, 34.131039999794)
"4643","6011241",429,c(-117.902589999597, 34.1114400000646)
"4644","6011258",429,c(-117.89398000037, 34.1243199997242)
"4645","6011274",536,c(-117.901500000125, 34.138519999913)
"4646","6011290",429,c(-117.888629999705, 34.1170699999832)
"4647","6011316",429,c(-117.91222000016, 34.1188999996671)
"4648","6011324",536,c(-117.911010000192, 34.1296300001547)
"4649","6011332",429,c(-117.91596000047, 34.1090699999801)
"4650","6011340",536,c(-117.915229999738, 34.1419099996694)
"4651","6011357",536,c(-117.886870000195, 34.125679999879)
"4652","6011373",412,c(-117.974400000082, 34.0897599996241)
"4653","6011381",412,c(-117.952419999513, 34.0837299998116)
"4654","6011399",412,c(-117.966450000222, 34.0755500002452)
"4655","6011407",412,c(-117.995919999975, 34.069389999729)
"4656","6011423",412,c(-117.972160000375, 34.0715100003325)
"4657","6011431",412,c(-117.95730000028, 34.0969399998532)
"4658","6011449",412,c(-117.974540000472, 34.0814600003359)
"4659","6011456",412,c(-117.964239999953, 34.0988399999823)
"4660","6011464",412,c(-117.962680000265, 34.1018200001104)
"4661","6011472",412,c(-117.975950000495, 34.1003699996132)
"4662","6011480",412,c(-117.953040000089, 34.1028500003585)
"4663","6011498",412,c(-117.984210000483, 34.0720099995625)
"4664","6011506",412,c(-117.961619999627, 34.0798499999039)
"4665","6011514",412,c(-117.976379999486, 34.0981399998576)
"4666","6011530",408,c(-117.992369999458, 34.0379400002205)
"4667","6011563",408,c(-117.975260000086, 34.0605300003555)
"4668","6011571",408,c(-117.975300000389, 34.0564999997214)
"4669","6011605",328,c(-118.140290000134, 33.8979600000639)
"4670","6011613",312,c(-118.1370299998, 33.8569699997292)
"4671","6011621",318,c(-118.115899999497, 33.9002300002457)
"4672","6011639",302,c(-118.110639999794, 33.8618899998806)
"4673","6011647",318,c(-118.121219999605, 33.8944500003946)
"4674","6011654",312,c(-118.1334299999, 33.8665499999373)
"4675","6011696",328,c(-118.134769999836, 33.8837100004081)
"4676","6011704",312,c(-118.131170000465, 33.8580900002862)
"4677","6011712",302,c(-118.120189999507, 33.8700800001375)
"4678","6011746",483,c(-118.3943499996, 34.0639599996004)
"4679","6011761",483,c(-118.403919999466, 34.0789899998733)
"4680","6011779",483,c(-118.382119999562, 34.0653699996564)
"4681","6011787",444,c(-117.793560000084, 34.1170900002941)
"4682","6011795",442,c(-117.820609999689, 34.116259999707)
"4683","6011803",444,c(-117.802150000205, 34.1108200001836)
"4684","6011811",442,c(-117.833610000121, 34.11348000021)
"4685","6011829",444,c(-117.774970000344, 34.1092099995872)
"4686","6011837",444,c(-117.767090000374, 34.1042199998334)
"4687","6011845",444,c(-117.774180000336, 34.1213499996605)
"4688","6011860",444,c(-117.788999999994, 34.1150799995651)
"4689","6011878",489,c(-118.320779999819, 34.1734300002875)
"4690","6011886",489,c(-118.334040000515, 34.1779899995855)
"4691","6011894",540,c(-118.306840000373, 34.1905400003741)
"4692","6011910",489,c(-118.345890000091, 34.1807699998236)
"4693","6011928",497,c(-118.320789999802, 34.1984899998146)
"4694","6011951",472,c(-118.310549999733, 34.1664000001071)
"4695","6011969",472,c(-118.296929999525, 34.1828900004017)
"4696","6011993",497,c(-118.344940000415, 34.1887199997808)
"4697","6012009",489,c(-118.344719999637, 34.1663899996599)
"4698","6012017",489,c(-118.3387599999, 34.1590100000066)
"4699","6012025",497,c(-118.335319999903, 34.1985600001514)
"4700","6012033",402,c(-118.630939999523, 34.4717600000953)
"4701","6012041",442,c(-117.854539999744, 34.0870500003787)
"4702","6012066",442,c(-117.864390000513, 34.1010000001528)
"4703","6012090",442,c(-117.845610000234, 34.0968500002894)
"4704","6012116",442,c(-117.864920000218, 34.0836000001995)
"4705","6012132",442,c(-117.868990000255, 34.1146800003785)
"4706","6012140",442,c(-117.840579999473, 34.1130000001345)
"4707","6012157",430,c(-117.708209999822, 34.1169499999559)
"4708","6012165",430,c(-117.728040000276, 34.1155599997394)
"4709","6012173",430,c(-117.740469999677, 34.1160100000876)
"4710","6012181",430,c(-117.730160000338, 34.105900000333)
"4711","6012199",430,c(-117.715749999709, 34.0916399997733)
"4712","6012207",430,c(-117.741660000086, 34.1165199997148)
"4713","6012215",430,c(-117.717629999648, 34.1018799997297)
"4714","6012223",430,c(-117.722340000297, 34.0863199998213)
"4715","6012231",320,c(-118.25436000021, 33.8916299996097)
"4716","6012256",320,c(-118.232830000213, 33.9020800001797)
"4717","6012264",320,c(-118.248609999766, 33.9155000004188)
"4718","6012272",320,c(-118.21133999971, 33.8849200003703)
"4719","6012280",320,c(-118.2026799997, 33.9062800003508)
"4720","6012298",320,c(-118.225280000172, 33.9110900003894)
"4721","6012306",320,c(-118.197559999468, 33.8878699996981)
"4722","6012314",320,c(-118.228539999459, 33.8836800004292)
"4723","6012322",320,c(-118.245199999912, 33.8933400004344)
"4724","6012348",320,c(-118.241659999676, 33.8857399999207)
"4725","6012355",320,c(-118.213320000422, 33.9029200000154)
"4726","6012389",320,c(-118.203240000437, 33.9008300002984)
"4727","6012397",320,c(-118.228339999565, 33.9041300001274)
"4728","6012405",320,c(-118.247829999581, 33.8994000003256)
"4729","6012413",320,c(-118.239489999895, 33.905489999945)
"4730","6012439",429,c(-117.882280000328, 34.0759899996977)
"4731","6012447",429,c(-117.878280000245, 34.0999900001483)
"4732","6012470",429,c(-117.895250000194, 34.0967099996182)
"4733","6012512",429,c(-117.91727999947, 34.085489999704)
"4734","6012538",429,c(-117.917600000098, 34.0912899997093)
"4735","6012546",412,c(-117.93905000054, 34.0890499997787)
"4736","6012553",429,c(-117.930589999507, 34.0964999997776)
"4737","6012561",429,c(-117.881899999569, 34.0661500001108)
"4738","6012587",429,c(-117.917829999674, 34.0799200001148)
"4739","6012595",442,c(-117.874819999559, 34.0830099996424)
"4740","6012611",429,c(-117.903709999739, 34.0797100000641)
"4741","6012645",429,c(-117.904459999616, 34.0760200001216)
"4742","6012660",370,c(-118.392429999781, 34.0218699998928)
"4743","6012678",359,c(-118.400860000362, 33.9922299995922)
"4744","6012686",359,c(-118.391289999848, 33.9958400001668)
"4745","6012694",370,c(-118.399299999823, 34.0073200003215)
"4746","6012702",370,c(-118.41014000029, 34.0135699997547)
"4747","6012736",318,c(-118.120119999919, 33.920390000418)
"4748","6012744",328,c(-118.135859999702, 33.9256000004293)
"4749","6012751",328,c(-118.132749999833, 33.9105399996985)
"4750","6012777",328,c(-118.141130000461, 33.9149900001991)
"4751","6012785",318,c(-118.124900000096, 33.9110999998938)
"4752","6012793",339,c(-118.107040000117, 33.9561800002761)
"4753","6012801",339,c(-118.117709999797, 33.9559899995963)
"4754","6012819",328,c(-118.147429999614, 33.9234199996813)
"4755","6012835",348,c(-118.128249999748, 33.9603400000364)
"4756","6012868",348,c(-118.138320000206, 33.9508499999889)
"4757","6012876",339,c(-118.112190000212, 33.9382000001485)
"4758","6012900",348,c(-118.148489999913, 33.9436699996061)
"4759","6012926",598,c(-117.979390000139, 34.1285000002716)
"4760","6012934",598,c(-117.988530000464, 34.1288200003178)
"4761","6012942",598,c(-117.952149999472, 34.1443900001553)
"4762","6012959",598,c(-117.939739999888, 34.1498300003854)
"4763","6012967",97,c(-118.008749999788, 34.7188300001215)
"4764","6012975",324,c(-118.028259999701, 33.9356899997145)
"4765","6012991",366,c(-118.016540000181, 33.9547799998713)
"4766","6013007",366,c(-118.041439999681, 33.9638399997218)
"4767","6013015",324,c(-118.002369999808, 33.9244499998258)
"4768","6013023",324,c(-118.007329999863, 33.9334399996124)
"4769","6013031",324,c(-118.020570000198, 33.928940000166)
"4770","6013049",366,c(-118.035940000142, 33.9561499998786)
"4771","6013072",366,c(-118.029849999784, 33.9455400004195)
"4772","6013080",417,c(-117.987329999945, 33.9470699999419)
"4773","6013098",366,c(-118.017830000447, 33.9596900003035)
"4774","6013106",324,c(-118.006229999907, 33.9360300001075)
"4775","6013114",324,c(-118.001049999689, 33.9268499998118)
"4776","6013130",444,c(-118.008890000157, 34.0931899999618)
"4777","6013148",444,c(-118.032839999575, 34.099210000221)
"4778","6013155",444,c(-118.033460000203, 34.0714899995742)
"4779","6013163",444,c(-118.056279999621, 34.0653400001174)
"4780","6013171",444,c(-118.003019999998, 34.0822599999128)
"4781","6013189",444,c(-118.049619999911, 34.0796499997844)
"4782","6013197",444,c(-118.043739999539, 34.0909700000499)
"4783","6013205",444,c(-118.029419999721, 34.080960000043)
"4784","6013221",444,c(-118.044589999823, 34.0639499995935)
"4785","6013247",394,c(-118.056089999582, 34.0598499999252)
"4786","6013254",444,c(-118.020519999911, 34.1042099998602)
"4787","6013262",444,c(-118.040230000096, 34.0837899998777)
"4788","6013270",444,c(-118.002699999537, 34.0821899998398)
"4789","6013288",394,c(-118.044380000473, 34.0615000003345)
"4790","6013296",444,c(-118.022529999759, 34.0858900003483)
"4791","6013304",339,c(-118.096650000005, 33.9577000003481)
"4792","6013312",395,c(-118.074709999945, 34.0120099995696)
"4793","6013338",339,c(-118.102370000323, 33.9651000003511)
"4794","6013353",395,c(-118.083839999641, 34.0067199996737)
"4795","6013379",339,c(-118.094680000445, 33.9898300000061)
"4796","6013387",339,c(-118.095190000143, 33.9756400000824)
"4797","6013403",339,c(-118.08056000048, 33.9955899996853)
"4798","6013411",339,c(-118.086839999542, 33.9889600001791)
"4799","6013429",337,c(-118.404119999852, 33.925139999998)
"4800","6013452",337,c(-118.404529999576, 33.9202299996808)
"4801","6013478",320,c(-118.262179999841, 33.900510000154)
